,groundSteering,timestamp,angularVelocityX,angularVelocityY,angularVelocityZ
2409,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2410,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2414,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2412,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2413,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2415,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2416,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2417,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2418,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2419,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2411,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2402,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2384,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2400,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2420,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2385,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2386,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2387,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2388,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2389,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2390,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2401,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2391,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2393,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2394,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2395,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2396,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2397,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2398,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2399,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2392,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2421,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2459,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2423,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2445,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2446,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2447,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2448,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2449,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2450,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2451,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2444,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2452,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2454,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2455,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2456,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2457,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2458,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2383,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2461,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2453,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2443,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2442,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2441,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2424,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2425,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2426,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2427,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2428,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2429,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2430,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2431,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2432,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2433,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2434,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2435,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2436,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2437,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2438,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2439,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2440,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2422,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2382,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2460,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2380,0.1589511,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2323,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2324,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2325,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2326,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2327,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2328,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2329,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2322,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2330,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2332,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2333,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2334,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2335,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2336,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2337,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2338,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2331,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2339,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2321,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2319,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2302,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2304,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2305,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2306,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2307,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2308,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2309,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2320,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2310,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2312,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2313,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2314,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2315,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2316,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2317,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2318,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2311,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2340,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2303,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2342,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2364,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2365,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2366,0.1589511,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2367,0.1589511,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2368,0.1589511,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2369,0.1589511,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2370,0.1589511,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2371,0.1589511,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2372,0.1589511,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2373,0.1589511,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2374,0.1589511,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2375,0.1589511,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2376,0.1589511,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2377,0.1589511,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2378,0.1589511,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2379,0.1589511,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2341,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2363,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2362,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2381,0.1589511,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2360,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2361,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2344,-0.0,2020-03-18 14:56:56,0.3662109,14.22119,44.43359
2345,-0.0,2020-03-18 14:56:56,3.967285,-5.79834,51.3916
2346,-0.0,2020-03-18 14:56:56,-5.67627,-2.319336,2.807617
2347,-0.0,2020-03-18 14:56:56,-16.35742,16.60156,1.464844
2348,-0.0,2020-03-18 14:56:56,0.0,11.59668,0.8544922
2349,-0.0,2020-03-18 14:56:56,-0.3051758,11.65771,-2.685547
2350,-0.0,2020-03-18 14:56:56,30.45654,-22.03369,-8.850098
2343,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2352,-0.0,2020-03-18 14:56:56,1.342773,-8.056641,-3.601074
2353,-0.0,2020-03-18 14:56:56,-0.1831055,5.310059,-8.117676
2354,-0.0,2020-03-18 14:56:56,17.7002,-8.361816,-7.019043
2355,-0.0,2020-03-18 14:56:56,7.507324,-1.89209,-4.150391
2356,-0.0,2020-03-18 14:56:56,4.455566,5.554199,-2.319336
2357,-0.0,2020-03-18 14:56:56,18.85986,1.89209,-5.79834
2358,-0.0,2020-03-18 14:56:56,22.58301,0.3662109,-5.432129
2351,-0.0,2020-03-18 14:56:56,3.112793,0.0,-3.479004
2359,-0.0,2020-03-18 14:56:56,-6.774902,-2.624512,33.14209
2560,-0.1979232,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2561,-0.1979232,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2562,-0.1979232,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2563,-0.1979232,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2564,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2565,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2566,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2569,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2568,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2570,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2571,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2572,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2559,-0.1979232,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2574,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2567,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2573,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2550,-0.1979232,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2557,-0.1979232,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2540,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2541,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2542,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2543,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2544,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2545,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2546,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2547,-0.1979232,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2548,-0.1979232,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2549,-0.1979232,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2575,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2551,-0.1979232,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2552,-0.1979232,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2553,-0.1979232,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2554,-0.1979232,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2555,-0.1979232,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2556,-0.1979232,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2558,-0.1979232,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2576,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2585,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2578,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2601,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2602,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2603,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2604,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2605,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2606,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2607,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2608,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2609,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2610,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2611,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2612,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2613,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2614,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2539,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2600,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2599,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2598,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2597,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2579,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2580,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2581,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2582,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2583,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2584,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2586,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2577,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2587,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2589,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2590,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2591,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2592,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2593,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2594,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2595,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2588,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2596,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2538,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2536,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2482,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2483,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2484,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2485,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2486,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2487,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2488,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2489,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2490,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2491,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2492,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2493,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2494,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2495,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2496,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2481,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2480,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2478,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2477,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2537,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2462,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2463,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2464,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2465,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2466,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2467,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2497,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2468,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2470,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2471,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2472,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2473,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2474,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2475,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2476,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2469,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2498,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2479,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2500,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2520,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2521,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2522,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2523,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2524,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2525,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2527,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2519,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2528,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2530,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2531,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2532,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2533,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2534,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2499,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2535,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2529,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2518,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2526,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2517,-0.0,2020-03-18 14:56:57,-15.86914,-7.080078,0.4882812
2501,-0.0,2020-03-18 14:56:57,-19.89746,10.13184,2.13623
2503,-0.0,2020-03-18 14:56:57,-11.23047,2.807617,1.525879
2504,-0.0,2020-03-18 14:56:57,-16.23535,-9.643555,0.6713867
2505,-0.0,2020-03-18 14:56:57,6.225586,-11.47461,-1.098633
2506,-0.0,2020-03-18 14:56:57,-0.7324219,5.432129,3.417969
2507,-0.0,2020-03-18 14:56:57,-6.530762,10.55908,2.685547
2508,-0.0,2020-03-18 14:56:57,11.77979,-7.263184,-11.16943
2509,-0.0,2020-03-18 14:56:57,0.7324219,11.04736,-45.16602
2502,-0.0,2020-03-18 14:56:57,-25.45166,6.958008,3.662109
2511,-0.0,2020-03-18 14:56:57,10.00977,-2.197266,-11.41357
2512,-0.0,2020-03-18 14:56:57,14.22119,-2.929688,-11.04736
2513,-0.0,2020-03-18 14:56:57,2.990723,1.647949,-1.220703
2514,-0.0,2020-03-18 14:56:57,17.57812,7.69043,0.3662109
2515,-0.0,2020-03-18 14:56:57,9.094238,-0.1220703,1.586914
2516,-0.0,2020-03-18 14:56:57,-19.40918,4.394531,0.5493164
2510,-0.0,2020-03-18 14:56:57,6.774902,-4.02832,-44.00635
2717,-0.0,2020-03-18 14:56:58,21.54541,3.78418,-10.80322
2718,-0.0,2020-03-18 14:56:58,10.68115,-10.13184,59.08203
2719,-0.0,2020-03-18 14:56:58,1.708984,-5.004883,52.91748
2720,-0.0,2020-03-18 14:56:58,17.33398,-19.22607,4.882812
2721,-0.0,2020-03-18 14:56:58,11.53564,10.49805,5.249023
2722,-0.0,2020-03-18 14:56:58,15.01465,-3.967285,3.601074
2723,-0.0,2020-03-18 14:56:58,18.37158,-10.31494,2.01416
2724,-0.0,2020-03-18 14:56:58,-3.173828,2.685547,-10.92529
2728,-0.2099255,2020-03-18 14:56:58,7.751465,-3.540039,-6.774902
2726,-0.0,2020-03-18 14:56:58,-5.615234,-1.159668,-48.52295
2727,-0.2099255,2020-03-18 14:56:58,8.544922,-4.821777,-3.845215
2729,-0.2099255,2020-03-18 14:56:58,-16.47949,-18.06641,-6.469727
2730,-0.2099255,2020-03-18 14:56:58,-2.01416,-1.098633,-5.310059
2731,-0.2099255,2020-03-18 14:56:58,23.37646,9.399414,-8.483887
2733,-0.2099255,2020-03-18 14:56:58,21.54541,3.78418,-10.80322
2732,-0.2099255,2020-03-18 14:56:58,14.5874,-2.441406,-6.347656
2725,-0.0,2020-03-18 14:56:58,-6.103516,-25.14648,-50.04883
2716,-0.0,2020-03-18 14:56:58,14.5874,-2.441406,-6.347656
2698,-0.0,2020-03-18 14:56:58,-2.01416,-1.098633,-5.310059
2714,-0.0,2020-03-18 14:56:58,-2.01416,-1.098633,-5.310059
2734,-0.2099255,2020-03-18 14:56:58,10.68115,-10.13184,59.08203
2697,-0.0,2020-03-18 14:56:58,-16.47949,-18.06641,-6.469727
2699,-0.0,2020-03-18 14:56:58,23.37646,9.399414,-8.483887
2700,-0.0,2020-03-18 14:56:58,14.5874,-2.441406,-6.347656
2701,-0.0,2020-03-18 14:56:58,21.54541,3.78418,-10.80322
2702,-0.0,2020-03-18 14:56:58,10.68115,-10.13184,59.08203
2703,-0.0,2020-03-18 14:56:58,1.708984,-5.004883,52.91748
2704,-0.0,2020-03-18 14:56:58,17.33398,-19.22607,4.882812
2705,-0.0,2020-03-18 14:56:58,11.53564,10.49805,5.249023
2706,-0.0,2020-03-18 14:56:58,15.01465,-3.967285,3.601074
2707,-0.0,2020-03-18 14:56:58,18.37158,-10.31494,2.01416
2708,-0.0,2020-03-18 14:56:58,-3.173828,2.685547,-10.92529
2709,-0.0,2020-03-18 14:56:58,-6.103516,-25.14648,-50.04883
2710,-0.0,2020-03-18 14:56:58,-5.615234,-1.159668,-48.52295
2711,-0.0,2020-03-18 14:56:58,8.544922,-4.821777,-3.845215
2712,-0.0,2020-03-18 14:56:58,7.751465,-3.540039,-6.774902
2713,-0.0,2020-03-18 14:56:58,-16.47949,-18.06641,-6.469727
2715,-0.0,2020-03-18 14:56:58,23.37646,9.399414,-8.483887
2735,-0.2099255,2020-03-18 14:56:58,1.708984,-5.004883,52.91748
2773,-0.0,2020-03-18 14:56:58,-6.103516,-25.14648,-50.04883
2737,-0.2099255,2020-03-18 14:56:58,11.53564,10.49805,5.249023
2759,-0.0,2020-03-18 14:56:58,8.544922,-4.821777,-3.845215
2760,-0.0,2020-03-18 14:56:58,7.751465,-3.540039,-6.774902
2761,-0.0,2020-03-18 14:56:58,-16.47949,-18.06641,-6.469727
2762,-0.0,2020-03-18 14:56:58,-2.01416,-1.098633,-5.310059
2763,-0.0,2020-03-18 14:56:58,23.37646,9.399414,-8.483887
2764,-0.0,2020-03-18 14:56:58,14.5874,-2.441406,-6.347656
2765,-0.0,2020-03-18 14:56:58,21.54541,3.78418,-10.80322
2758,-0.0,2020-03-18 14:56:58,-5.615234,-1.159668,-48.52295
2766,-0.0,2020-03-18 14:56:58,10.68115,-10.13184,59.08203
2768,-0.0,2020-03-18 14:56:58,17.33398,-19.22607,4.882812
2769,-0.0,2020-03-18 14:56:58,11.53564,10.49805,5.249023
2770,-0.0,2020-03-18 14:56:58,15.01465,-3.967285,3.601074
2771,-0.0,2020-03-18 14:56:58,18.37158,-10.31494,2.01416
2772,-0.0,2020-03-18 14:56:58,-3.173828,2.685547,-10.92529
2774,-0.0,2020-03-18 14:56:58,-5.615234,-1.159668,-48.52295
2696,-0.0,2020-03-18 14:56:58,7.751465,-3.540039,-6.774902
2767,-0.0,2020-03-18 14:56:58,1.708984,-5.004883,52.91748
2757,-0.0,2020-03-18 14:56:58,-6.103516,-25.14648,-50.04883
2756,-0.0,2020-03-18 14:56:58,-3.173828,2.685547,-10.92529
2755,-0.0,2020-03-18 14:56:58,18.37158,-10.31494,2.01416
