,groundSteering,timestamp,angularVelocityX,angularVelocityY,angularVelocityZ
5655,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5657,-0.0,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5658,-0.0,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5576,-0.0,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5650,-0.0,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5618,-0.0,2020-03-18 14:57:17,2.746582,0.0,1.89209
5639,-0.0,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5637,-0.0,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5620,-0.0,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5621,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5622,-0.0,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5623,-0.0,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5624,-0.0,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5625,-0.0,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5626,-0.0,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5627,-0.0,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5638,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5628,-0.0,2020-03-18 14:57:17,4.272461,-2.197266,-1.647949
5630,-0.0,2020-03-18 14:57:17,6.958008,-5.493164,-3.845215
5659,-0.0,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5631,-0.0,2020-03-18 14:57:17,0.3662109,-11.2915,11.84082
5632,-0.0,2020-03-18 14:57:17,2.624512,-9.033203,11.96289
5633,-0.0,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5634,-0.0,2020-03-18 14:57:17,-27.03857,-0.5493164,-0.1220703
5635,-0.0,2020-03-18 14:57:17,2.746582,0.0,1.89209
5636,-0.0,2020-03-18 14:57:17,8.300781,0.6713867,4.577637
5629,-0.0,2020-03-18 14:57:17,4.516602,-8.239746,-0.1220703
5575,-0.0,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5518,-0.0,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5573,-0.0,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5512,-0.0,2020-03-18 14:57:17,0.3662109,-11.2915,11.84082
5513,-0.0,2020-03-18 14:57:17,2.624512,-9.033203,11.96289
5514,-0.0,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5515,-0.0,2020-03-18 14:57:17,-27.03857,-0.5493164,-0.1220703
5516,-0.0,2020-03-18 14:57:17,2.746582,0.0,1.89209
5517,-0.0,2020-03-18 14:57:17,8.300781,0.6713867,4.577637
5519,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5520,-0.0,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5521,-0.0,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5522,-0.0,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5523,-0.0,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5524,0.0509833,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5525,0.0509833,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5526,0.0509833,2020-03-18 14:57:17,4.272461,-2.197266,-1.647949
5527,0.0509833,2020-03-18 14:57:17,4.516602,-8.239746,-0.1220703
5528,0.0509833,2020-03-18 14:57:17,6.958008,-5.493164,-3.845215
5529,0.0509833,2020-03-18 14:57:17,0.3662109,-11.2915,11.84082
5511,-0.0,2020-03-18 14:57:17,6.958008,-5.493164,-3.845215
5510,-0.0,2020-03-18 14:57:17,4.516602,-8.239746,-0.1220703
5509,-0.0,2020-03-18 14:57:17,4.272461,-2.197266,-1.647949
5508,-0.0,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5574,-0.0,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5490,-0.0,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5492,-0.0,2020-03-18 14:57:17,4.272461,-2.197266,-1.647949
5493,-0.0,2020-03-18 14:57:17,4.516602,-8.239746,-0.1220703
5494,-0.0,2020-03-18 14:57:17,6.958008,-5.493164,-3.845215
5495,-0.0,2020-03-18 14:57:17,0.3662109,-11.2915,11.84082
5496,-0.0,2020-03-18 14:57:17,2.624512,-9.033203,11.96289
5497,-0.0,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5530,0.0509833,2020-03-18 14:57:17,2.624512,-9.033203,11.96289
5498,-0.0,2020-03-18 14:57:17,-27.03857,-0.5493164,-0.1220703
5500,-0.0,2020-03-18 14:57:17,8.300781,0.6713867,4.577637
5501,-0.0,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5502,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5503,-0.0,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5504,-0.0,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5505,-0.0,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5506,-0.0,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5507,-0.0,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5499,-0.0,2020-03-18 14:57:17,2.746582,0.0,1.89209
5531,0.0509833,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5491,-0.0,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5533,0.0509833,2020-03-18 14:57:17,2.746582,0.0,1.89209
5556,-0.0,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5557,-0.0,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5558,-0.0,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5559,-0.0,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5560,-0.0,2020-03-18 14:57:17,4.272461,-2.197266,-1.647949
5561,-0.0,2020-03-18 14:57:17,4.516602,-8.239746,-0.1220703
5562,-0.0,2020-03-18 14:57:17,6.958008,-5.493164,-3.845215
5563,-0.0,2020-03-18 14:57:17,0.3662109,-11.2915,11.84082
5564,-0.0,2020-03-18 14:57:17,2.624512,-9.033203,11.96289
5565,-0.0,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5566,-0.0,2020-03-18 14:57:17,-27.03857,-0.5493164,-0.1220703
5567,-0.0,2020-03-18 14:57:17,2.746582,0.0,1.89209
5568,-0.0,2020-03-18 14:57:17,8.300781,0.6713867,4.577637
5569,-0.0,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5570,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5572,-0.0,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5532,0.0509833,2020-03-18 14:57:17,-27.03857,-0.5493164,-0.1220703
5555,-0.0,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5554,-0.0,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5571,-0.0,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5552,-0.0,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5553,-0.0,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5534,0.0509833,2020-03-18 14:57:17,8.300781,0.6713867,4.577637
5536,0.0509833,2020-03-18 14:57:17,15.80811,-0.3051758,0.2441406
5537,0.0509833,2020-03-18 14:57:17,-0.793457,-7.141113,-0.793457
5538,0.0509833,2020-03-18 14:57:17,-4.455566,-9.887695,-0.1220703
5540,0.0509833,2020-03-18 14:57:17,-18.31055,17.45605,0.6713867
5541,-0.0,2020-03-18 14:57:17,5.859375,-9.521484,-1.586914
5542,-0.0,2020-03-18 14:57:17,-14.95361,7.568359,0.0
5539,0.0509833,2020-03-18 14:57:17,3.845215,-0.5493164,0.793457
5544,-0.0,2020-03-18 14:57:17,4.516602,-8.239746,-0.1220703
5551,-0.0,2020-03-18 14:57:17,8.300781,0.6713867,4.577637
5543,-0.0,2020-03-18 14:57:17,4.272461,-2.197266,-1.647949
5549,-0.0,2020-03-18 14:57:17,-27.03857,-0.5493164,-0.1220703
5548,-0.0,2020-03-18 14:57:17,-20.93506,-3.967285,-0.3051758
5550,-0.0,2020-03-18 14:57:17,2.746582,0.0,1.89209
5546,-0.0,2020-03-18 14:57:17,0.3662109,-11.2915,11.84082
5545,-0.0,2020-03-18 14:57:17,6.958008,-5.493164,-3.845215
5547,-0.0,2020-03-18 14:57:17,2.624512,-9.033203,11.96289
5535,0.0509833,2020-03-18 14:57:17,19.28711,-5.004883,1.403809
5768,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5762,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5763,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5764,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5765,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5766,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5767,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5776,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5770,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5771,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5772,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5773,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5774,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5775,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5777,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5769,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5761,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5751,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5759,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5742,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5778,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5743,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5744,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5745,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5746,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5747,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5748,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5749,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5750,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5752,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5753,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5754,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5755,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5756,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5757,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5758,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5760,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5779,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5799,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5781,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5804,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5805,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5806,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5807,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5808,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5809,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5810,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5811,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5812,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5813,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5814,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5815,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5816,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5817,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5818,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5819,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5741,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5803,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5780,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5802,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5800,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5782,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5783,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5784,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5785,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5786,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5787,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5788,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5789,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5790,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5791,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5792,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5793,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5794,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5795,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5796,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5797,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5798,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5801,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5740,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5729,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5738,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5680,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5681,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5682,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5683,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5684,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5685,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5686,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5679,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5687,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5689,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5690,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5691,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5692,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5693,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5694,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5695,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5688,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5696,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5678,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5676,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5660,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5661,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5662,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5663,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5664,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5665,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5739,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5677,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5667,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5669,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5670,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5671,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5672,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5673,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5674,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5675,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5668,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5697,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5666,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5699,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5721,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5722,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5723,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5724,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5725,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5726,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5727,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5720,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5728,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5731,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5732,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5733,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5735,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5736,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5737,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5698,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5730,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5719,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5734,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5717,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5718,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5701,-0.0,2020-03-18 14:57:18,-1.159668,-11.41357,-2.441406
5700,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5703,-0.0,2020-03-18 14:57:18,-5.981445,5.737305,-3.90625
5704,-0.0,2020-03-18 14:57:18,-7.568359,5.310059,0.5493164
5705,-0.0,2020-03-18 14:57:18,-8.789062,-4.211426,0.1220703
5706,-0.0,2020-03-18 14:57:18,1.708984,-1.281738,2.075195
5707,-0.0,2020-03-18 14:57:18,-3.173828,-2.13623,1.525879
5702,-0.0,2020-03-18 14:57:18,-6.774902,12.87842,-2.197266
5709,-0.0,2020-03-18 14:57:18,1.342773,3.234863,3.78418
5710,-0.0,2020-03-18 14:57:18,-3.112793,12.69531,6.469727
5711,-0.0,2020-03-18 14:57:18,4.333496,12.26807,2.319336
5712,-0.0,2020-03-18 14:57:18,-7.019043,2.258301,-6.835938
5713,-0.0,2020-03-18 14:57:18,-6.347656,14.28223,0.6713867
5714,-0.0,2020-03-18 14:57:18,-10.00977,2.685547,-1.586914
5715,-0.0,2020-03-18 14:57:18,17.82227,-4.821777,-8.178711
5708,-0.0,2020-03-18 14:57:18,-1.037598,6.04248,1.403809
5716,-0.0,2020-03-18 14:57:18,1.586914,-2.990723,-3.967285
5903,-0.0,2020-03-18 14:57:19,19.34814,9.155273,2.868652
5904,-0.0,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5905,-0.0,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5906,-0.0,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5907,-0.0,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5908,-0.0,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5911,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5910,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5912,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5913,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5914,-0.0,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5915,-0.0,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5909,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5902,-0.0,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5893,-0.0,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5900,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5899,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5898,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5897,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5896,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5895,-0.0,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5894,-0.0,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5892,-0.0,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5891,-0.0,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5890,-0.0,2020-03-18 14:57:19,19.34814,9.155273,2.868652
5889,-0.0,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5888,-0.0,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5887,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5916,-0.0,2020-03-18 14:57:19,19.34814,9.155273,2.868652
5901,-0.0,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5917,-0.0,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5937,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5919,-0.0,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5886,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5949,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5948,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5947,-0.0,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5946,-0.0,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5945,-0.0,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5944,-0.0,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5943,-0.0,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5942,-0.0,2020-03-18 14:57:19,19.34814,9.155273,2.868652
5941,-0.0,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5940,-0.0,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5939,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5938,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5936,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5935,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5934,-0.0,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5933,-0.0,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5932,-0.0,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5930,-0.0,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5929,-0.0,2020-03-18 14:57:19,19.34814,9.155273,2.868652
5928,-0.0,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5927,-0.0,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5926,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5925,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5924,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5923,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5922,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5921,-0.0,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5920,-0.0,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5918,-0.0,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5885,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5931,-0.0,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5883,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5848,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5847,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5846,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5845,0.1859386,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5844,0.1859386,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5843,0.1859386,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5842,0.1859386,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5841,0.1859386,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5840,0.1859386,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5839,0.1859386,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5838,0.1859386,2020-03-18 14:57:19,19.34814,9.155273,2.868652
5884,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5837,0.1859386,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5836,0.1859386,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5835,0.1859386,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5834,0.1859386,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5833,0.1859386,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
5832,-0.0,2020-03-18 14:57:19,-20.75195,11.1084,2.746582
5831,-0.0,2020-03-18 14:57:19,2.929688,0.9765625,0.1831055
5830,-0.0,2020-03-18 14:57:19,-4.577637,-16.11328,1.89209
5829,-0.0,2020-03-18 14:57:19,-15.38086,-6.225586,2.502441
5828,-0.0,2020-03-18 14:57:19,-5.004883,10.80322,4.760742
5827,-0.0,2020-03-18 14:57:19,9.277344,6.469727,0.5493164
5826,-0.0,2020-03-18 14:57:19,18.79883,-6.713867,2.685547
5824,-0.0,2020-03-18 14:57:19,-10.92529,0.06103516,9.155273
5823,-0.0,2020-03-18 14:57:19,2.258301,0.8544922,62.92725
5822,-0.0,2020-03-18 14:57:19,-4.272461,-3.173828,1.342773
5821,-0.0,2020-03-18 14:57:19,-0.1220703,-3.479004,-2.807617
5820,-0.0,2020-03-18 14:57:19,10.0708,0.9155273,5.004883
