,sampleTimeStamp.seconds,sampleTimeStamp.microseconds,groundSteering
0,1584543601,587435,-0.002302808178910709
1,1584543601,597216,-0.000322167450519828
2,1584543601,599019,-0.00018028482099907706
3,1584543601,686920,0.006383052893340846
4,1584543601,701206,0.008886104643863746
5,1584543601,704294,0.009130752493547334
6,1584543601,782737,0.01419881319321803
7,1584543601,802509,0.01785175873811795
8,1584543601,807402,0.01819378795016746
9,1584543601,875360,0.02302043161535039
10,1584543601,903756,0.026815442134477507
11,1584543601,906881,0.02712585778618859
12,1584543601,914503,0.026214560864616487
13,1584543601,998589,0.03326405969147572
14,1584543602,5004,-0.052738022131393336
15,1584543602,8607,-0.052437438288279736
16,1584543602,101060,-0.045753418783590405
17,1584543602,105919,-0.04380551744930017
18,1584543602,109050,-0.04354720563912906
19,1584543602,207813,-0.03479531489352894
20,1584543602,210545,-0.034510130016940366
21,1584543602,279354,-0.029616256966960464
22,1584543602,312402,-0.025528647169721808
23,1584543602,315042,-0.02531330340002569
24,1584543602,319887,-0.02650100264639832
25,1584543602,402337,-0.01884897621386017
26,1584543602,412107,-0.016718773774471174
27,1584543602,414370,-0.016468532961823712
28,1584543602,495157,-0.010818511211823534
29,1584543602,513304,-0.007745779849301471
30,1584543602,515898,-0.007534507775801558
31,1584543602,584816,-0.0030068727989487343
32,1584543602,613937,0.0011623607955471016
33,1584543602,616313,0.0013547251194268028
34,1584543602,623531,0.0008047120672358687
35,1584543602,710296,0.00821560000736099
36,1584543602,714332,0.010048240377841466
37,1584543602,716678,0.010290299971131844
38,1584543602,795029,0.01556370989089828
39,1584543602,815177,0.0189739517714429
40,1584543602,818947,0.019288929091089813
41,1584543602,890134,0.024334404325543346
42,1584543602,915799,0.027867979689460753
43,1584543602,919651,0.028202757080009633
44,1584543602,926085,0.027316192117893934
45,1584543603,3505,-0.05426396945063061
46,1584543603,16535,-0.05171706803514553
47,1584543603,20286,-0.05143690050113037
48,1584543603,94465,-0.045507707630861205
49,1584543603,119484,-0.04260392634142818
50,1584543603,122810,-0.042339794900271954
51,1584543603,185226,-0.03904986360498697
52,1584543603,215554,-0.03573280600596718
53,1584543603,219482,-0.03376095125076972
54,1584543603,222775,-0.03348792936543532
55,1584543603,299952,-0.02827886832119475
56,1584543603,320062,-0.024849737924228066
57,1584543603,322469,-0.024710819184008415
58,1584543603,395571,-0.02135327648358043
59,1584543603,420708,-0.015967321913478827
60,1584543603,423115,-0.015736570600211053
61,1584543603,490349,-0.01054754404316327
62,1584543603,518089,-0.007610658612293264
63,1584543603,521364,-0.007032061780989807
64,1584543603,524190,-0.00677955279707021
65,1584543603,600403,-0.00043929224437988523
66,1584543603,624112,0.002062691140508832
67,1584543603,626595,0.0022646309241736162
68,1584543603,691696,0.007066554907794398
69,1584543603,723435,0.009231316553496072
70,1584543603,724901,0.010984042915765713
71,1584543603,728317,0.011278425128637082
72,1584543603,800608,0.014776590461679007
73,1584543603,825086,0.019851334321401737
74,1584543603,828172,0.020138298058725468
75,1584543603,895705,0.018592181257361062
76,1584543603,925460,0.028736549545442358
77,1584543603,929603,0.029130770368738013
78,1584543603,980689,0.030135379012449448
79,1584543604,16117,-0.06417331641324608
80,1584543604,27109,-0.050780822921524305
81,1584543604,30247,-0.05052139861544447
82,1584543604,109556,-0.05803037325176774
83,1584543604,127436,-0.04190096236698082
84,1584543604,131353,-0.041539456773989514
85,1584543604,201909,-0.03959528642468513
86,1584543604,228335,-0.032981818514315364
87,1584543604,231882,-0.03262091042950033
88,1584543604,300031,-0.009203907903952313
89,1584543604,315764,-0.025332864603626604
90,1584543604,329043,-0.02405509464847455
91,1584543604,332276,-0.02373501502296449
92,1584543604,340353,-0.027871943716718306
93,1584543604,355258,-0.02751411213296251
94,1584543604,368948,-0.03596402404446053
95,1584543604,382647,-0.007455575998903896
96,1584543604,403484,-0.009481549372708287
97,1584543604,430247,-0.015097009092869484
98,1584543604,432695,-0.014845920955963265
99,1584543604,486234,0.023799014506835192
100,1584543604,515854,0.0023752118098059327
101,1584543604,530663,-0.006208673462310799
102,1584543604,533451,-0.005927490180113182
103,1584543604,596587,-0.0045310129926292575
104,1584543604,630899,0.0026637294441798076
105,1584543604,634428,0.0030090237681861254
106,1584543604,687238,-0.005477139486345095
107,1584543604,702810,-0.002868626213398784
108,1584543604,731497,0.01156877205943374
109,1584543604,735324,0.011941325334760222
110,1584543604,807609,0.033622720140328965
111,1584543604,832005,0.020464653851774983
112,1584543604,835758,0.020831254237634766
113,1584543604,901575,0.017122605109136657
114,1584543604,933055,0.029409108076833945
115,1584543604,937152,0.029806650558498404
116,1584543604,940434,0.00113252928105112
117,1584543605,22390,-0.08976359946296952
118,1584543605,33967,-0.0501735000433996
119,1584543605,36973,-0.04987252757217675
120,1584543605,107009,-0.0900257534712523
121,1584543605,130623,-0.095661778711019
122,1584543605,135478,-0.04118824034185309
123,1584543605,138361,-0.04089815523201423
124,1584543605,153386,-0.10314102931789648
125,1584543605,172261,-0.08514553078305198
126,1584543605,235898,-0.03229955065080503
127,1584543605,238932,-0.03199609975581552
128,1584543605,263274,-0.10355823869588221
129,1584543605,279708,-0.11461318399750553
130,1584543605,296061,-0.09584960697816314
131,1584543605,318031,-0.08060170519235044
132,1584543605,336844,-0.023364301999606596
133,1584543605,339256,-0.023116400407502624
134,1584543605,410020,-0.05720600204142556
135,1584543605,425887,-0.0662537872727853
136,1584543605,438861,-0.014333656410144613
137,1584543605,442245,-0.013999822448965915
138,1584543605,512328,-0.019151432685987402
139,1584543605,530880,-0.019522989215886355
140,1584543605,545864,-0.004828465736238741
141,1584543605,548770,-0.00461818566554939
142,1584543605,619787,-0.012426067592855361
143,1584543605,642180,0.003692028943760306
144,1584543605,645425,0.009527706998539998
145,1584543605,647386,0.004115600557668131
146,1584543605,662474,-0.0006604116145467742
147,1584543605,676074,0.0002961831269203685
148,1584543605,698573,0.0061579007009413544
149,1584543605,714687,-0.0071377442151856485
150,1584543605,736553,-0.004305466581570272
151,1584543605,741656,0.01250258214264477
152,1584543605,748571,0.013079768309410156
153,1584543605,819311,0.012927907999426225
154,1584543605,839375,0.006339163488462418
155,1584543605,843003,0.02147283247239784
156,1584543605,850378,0.022091825720849556
157,1584543605,861993,0.019955482849525197
158,1584543605,876092,0.01858912627284326
159,1584543605,891686,0.006487019482506184
160,1584543605,919892,0.026268998595014637
161,1584543605,942271,0.00910899092963291
162,1584543605,944189,0.030417495391702687
163,1584543605,951368,0.031030371807503343
164,1584543605,962970,0.02581633240777137
165,1584543605,977315,-0.0005133343772172339
166,1584543605,996421,-0.00814820673150507
167,1584543606,13450,-0.06507810579256557
168,1584543606,30574,-0.07121977670163915
169,1584543606,44750,-0.049197167331442415
170,1584543606,56438,-0.048185384847897694
171,1584543606,124936,-0.0773191125347239
172,1584543606,145566,-0.040261103383670616
173,1584543606,152981,-0.03964046555790901
174,1584543606,166179,-0.0445488970260044
175,1584543606,242517,0.014032442306643134
176,1584543606,246816,-0.03131077550591499
177,1584543606,263234,-0.029879614871958893
178,1584543606,332507,-0.014591622610396371
179,1584543606,348110,-0.022331908433329772
180,1584543606,363093,-0.02104356831756604
181,1584543606,369063,-0.03442207576324563
182,1584543606,443263,-0.027024704345478767
183,1584543606,448483,-0.01344836473452915
184,1584543606,469326,-0.011637354009508272
185,1584543606,472577,-0.008232723419041577
186,1584543606,546775,-0.06018190967500914
187,1584543606,549427,-0.004512800222585156
188,1584543606,572107,-0.0025516246759025307
189,1584543606,638013,-0.04226376423576994
190,1584543606,650402,0.004425015367530705
191,1584543606,675770,0.0066342724912829
192,1584543606,686213,-0.05750505786272697
193,1584543606,750830,0.013301598024668237
194,1584543606,771909,0.015145820585075853
195,1584543606,797346,-0.049980052039472866
196,1584543606,829174,-0.046339416949365386
197,1584543606,853550,0.022385000503732044
198,1584543606,859869,-0.03604373049529386
199,1584543606,872233,0.02402661005379514
200,1584543606,937167,-0.018278082860433642
201,1584543606,954323,0.031326130319484946
202,1584543606,973256,0.03296747991066695
203,1584543607,27433,-0.15000939077361863
204,1584543607,48653,-0.1233660896958213
205,1584543607,56166,-0.04817554888251152
206,1584543607,74838,-0.0465552258410753
207,1584543607,139147,-0.14886749933225474
208,1584543607,159182,-0.03905460945338746
209,1584543607,174914,-0.0376999715027182
210,1584543607,232181,-0.08495459173184372
211,1584543607,258388,-0.03028274204848458
212,1584543607,264224,-0.08222132650780622
213,1584543607,275621,-0.02878348905068151
214,1584543607,343231,-0.06626104360572072
215,1584543607,360355,-0.021290143104977233
216,1584543607,375856,-0.019910577430152898
217,1584543607,431865,-0.05324388661432522
218,1584543607,456312,-0.061020667420621066
219,1584543607,461551,-0.012293827329074247
220,1584543607,476668,-0.010991967643633416
221,1584543607,543363,-0.08133549001576057
222,1584543607,562581,-0.0033516362977366043
223,1584543607,576432,-0.06823607917345953
224,1584543607,579123,-0.0019183718193858112
225,1584543607,653991,-0.06553948185467107
226,1584543607,664730,0.005693546291752227
227,1584543607,680545,0.007058412806145498
228,1584543607,743467,-0.056650909428014984
229,1584543607,767305,0.014772493204134207
230,1584543607,775234,-0.06341625744101975
231,1584543607,781187,0.015964961168208447
232,1584543607,853225,-0.07212538730368578
233,1584543607,864907,0.023412240140487484
234,1584543607,881940,0.0248855153163845
235,1584543607,889874,-0.06259644613362525
236,1584543607,969341,0.03255962305547655
237,1584543607,977362,-0.04552272191949669
238,1584543607,982464,0.03378341058129308
239,1584543608,4023,-0.1308139737222973
240,1584543608,66392,-0.047279471958518116
241,1584543608,82602,-0.045867708252160355
242,1584543608,91211,-0.195795775809529
243,1584543608,167034,-0.038408098686147696
244,1584543608,186928,-0.036633278450267426
245,1584543608,268194,-0.029425813036823456
246,1584543608,276511,-0.14114674904067215
247,1584543608,288207,-0.027668554259662415
248,1584543608,354181,-0.12296159906526327
249,1584543608,369270,-0.02046919960849891
250,1584543608,383874,-0.1312920177759338
251,1584543608,389054,-0.018742665835759453
252,1584543608,419715,-0.13258258837515768
253,1584543608,470577,-0.011510376134197031
254,1584543608,488999,-0.009895423603950348
255,1584543608,499803,-0.035256545148342866
256,1584543608,535152,-0.043413466327706374
257,1584543608,556832,0.04449420557278927
258,1584543608,571760,-0.002545277366436949
259,1584543608,589904,-0.0009644013023262232
260,1584543608,644278,0.007044594853311992
261,1584543608,665572,0.03425374276741877
262,1584543608,672732,0.0063972015786362135
263,1584543608,690590,0.007940069430617314
264,1584543608,748755,0.020384851246376456
265,1584543608,772789,0.015217779276724741
266,1584543608,775529,-0.0004344475615880583
267,1584543608,793221,0.017032827294201525
268,1584543608,864221,0.022719963480938077
269,1584543608,874836,0.02428991432100247
270,1584543608,892686,0.025836387803792604
271,1584543608,903284,0.011341483968408284
272,1584543608,975097,0.033166008777925526
273,1584543608,985324,0.02940640332832345
274,1584543608,992260,0.0346406380211306
275,1584543609,76133,-0.04650272286579593
276,1584543609,83669,-0.049999466559143
277,1584543609,100982,-0.04424051400758344
278,1584543609,174999,-0.04643779421593308
279,1584543609,187674,-0.036619305688248005
280,1584543609,200621,-0.035420357405200775
281,1584543609,282702,-0.03079281368837883
282,1584543609,289186,-0.027555095004515806
283,1584543609,302717,-0.026383913581128127
284,1584543609,369580,-0.02560760302037579
285,1584543609,393457,-0.018360035863565827
286,1584543609,402505,-0.017551762683467587
287,1584543609,469905,-0.026065651575208904
288,1584543609,500357,-0.008864744449567752
289,1584543609,504809,-0.008495713252045789
290,1584543609,511797,-0.0052288650745708765
291,1584543609,592414,0.0006585274186363677
292,1584543609,599826,-5.5796639855998365e-05
293,1584543609,606658,0.0005063255054551519
294,1584543609,690282,-0.0032865091069425034
295,1584543609,708776,0.009557855722903241
296,1584543609,711285,0.009748400310002125
297,1584543609,780006,0.026068637487412616
298,1584543609,801497,0.01780006772185061
299,1584543609,810105,0.01852700567019383
300,1584543609,875065,0.014335306634222889
301,1584543609,902441,0.026684371629698944
302,1584543609,911173,0.027473650396814264
303,1584543609,915609,0.011605654963148027
304,1584543610,5425,-0.052705468214412576
305,1584543610,8641,-0.05561915415717067
306,1584543610,12256,-0.05209382163565124
307,1584543610,95598,-0.06081714520399828
308,1584543610,108489,-0.043541341717514115
309,1584543610,113031,-0.04317370907227769
310,1584543610,184829,-0.020749415065324683
311,1584543610,214005,-0.03435191053137032
312,1584543610,216594,-0.034021747063434304
313,1584543610,285262,-0.02973909669896102
314,1584543610,312020,-0.025556820205110853
315,1584543610,314683,-0.025338191676496535
316,1584543610,321516,-0.030331190932258778
317,1584543610,406023,-0.024605996707407485
318,1584543610,413487,-0.01667206171879343
319,1584543610,415306,-0.016430936197878054
320,1584543610,490300,-0.016938465584189544
321,1584543610,515018,-0.007563780646364648
322,1584543610,517604,-0.007363473256418729
323,1584543610,585414,0.047735322080484366
324,1584543610,616202,0.0013343735389526046
325,1584543610,619175,0.0016282918127217272
326,1584543610,680477,0.07863711192328537
327,1584543610,717872,0.0103558872158942
328,1584543610,719165,0.010478322766005022
329,1584543610,728077,0.08191490345359398
330,1584543610,818294,0.019287142510336253
331,1584543610,820406,0.019439683381506256
332,1584543610,828509,0.1237292461678976
333,1584543610,853381,0.13113655470755248
334,1584543610,873659,0.12431033441748696
335,1584543610,895560,0.14911105923431478
336,1584543610,919371,0.028229550630157974
337,1584543610,922703,0.028494515977854462
338,1584543610,991103,0.15444607367840035
339,1584543611,19988,-0.05137424055067186
340,1584543611,24504,-0.05100999941794271
341,1584543611,90862,0.0008243406440442413
342,1584543611,122462,-0.04232444216950171
343,1584543611,126464,-0.04199873270960097
344,1584543611,207445,-0.005300481565029713
345,1584543611,222909,-0.03341364695700122
346,1584543611,227197,-0.03307039318229954
347,1584543611,291082,-0.0019085523604189802
348,1584543611,322468,-0.024600675904707714
349,1584543611,327572,-0.024183297754518662
350,1584543611,375757,-0.008901269674709056
351,1584543611,399611,0.004770740469155044
352,1584543611,423427,-0.015664276556776713
353,1584543611,428196,-0.015285509418049514
354,1584543611,516854,0.0053851883004654155
355,1584543611,524226,-0.006742039630182717
356,1584543611,528902,-0.006362545957074417
357,1584543611,616517,0.012017669083377314
358,1584543611,624478,0.0021317795184359056
359,1584543611,633019,0.002849800804710867
360,1584543611,701203,0.011425444973042431
361,1584543611,725562,0.011079736147962649
362,1584543611,734421,0.01182780127442129
363,1584543611,796402,0.04048372479576301
364,1584543611,822577,0.03251995015716602
365,1584543611,827191,0.020073469073281558
366,1584543611,834981,0.020727091396850028
367,1584543611,927962,0.02891978690615815
368,1584543611,934601,-0.006694169534512184
369,1584543611,938458,0.02988876076830138
370,1584543612,16932,-0.07441253188386554
371,1584543612,28376,-0.050636911312210486
372,1584543612,38884,-0.049737462937173404
373,1584543612,46099,-0.07779598744349414
374,1584543612,126909,-0.05754951300667699
375,1584543612,130885,-0.041582043348398656
376,1584543612,139138,-0.04086346675825325
377,1584543612,161352,-0.05851446548081185
378,1584543612,198877,-0.08595698176634414
379,1584543612,230382,-0.03278195358444691
380,1584543612,239434,-0.0319887390919007
381,1584543612,276614,-0.10136642113923244
382,1584543612,302158,-0.09301466217209509
383,1584543612,331552,-0.023796318339748268
384,1584543612,340032,-0.023081307558925346
385,1584543612,376752,-0.09787241005398073
386,1584543612,401612,-0.09373214260494933
387,1584543612,432343,-0.014874789534246702
