,sampleTimeStamp.seconds,sampleTimeStamp.microseconds,groundSteering
388,1584543612,440867,-0.014171412061557476
389,1584543612,483080,-0.07561538637429521
390,1584543612,503134,-0.05613935458279684
391,1584543612,533506,-0.005919840209173799
392,1584543612,541494,-0.00524946899298584
393,1584543612,596742,-0.056735961672416124
394,1584543612,622340,-0.05766665398846271
395,1584543612,633890,0.0029651700471617914
396,1584543612,642984,0.003733931890792519
397,1584543612,728122,-0.023521284428511535
398,1584543612,735676,0.011974771410393714
399,1584543612,744793,0.012746763561551688
400,1584543612,762799,-0.009961058915337162
401,1584543612,786557,-0.029225000039502902
402,1584543612,836470,0.02089656576129073
403,1584543612,844301,0.021554130220579282
404,1584543612,872200,-0.03488636617794327
405,1584543612,894027,-0.03641276237976854
406,1584543612,937552,0.02984385247066257
407,1584543612,945496,0.030511419139997997
408,1584543612,982189,-0.04399003906320331
409,1584543613,12294,-0.1281627107288159
410,1584543613,38974,-0.04969361293160546
411,1584543613,46286,-0.04909512688425366
412,1584543613,97157,-0.10125890435261908
413,1584543613,139641,-0.04078306000263865
414,1584543613,146711,-0.0401922583293981
415,1584543613,202159,-0.09002820288799285
416,1584543613,227957,-0.09875806750699212
417,1584543613,239778,-0.0319204058752689
418,1584543613,248867,-0.031149906366863434
419,1584543613,313271,-0.09382857310117743
420,1584543613,340149,-0.023035560535845434
421,1584543613,348740,-0.022310231684173232
422,1584543613,351845,-0.08463680325991163
423,1584543613,435376,-0.10087779069846192
424,1584543613,443917,-0.013934806427869262
425,1584543613,448654,-0.013465733420161996
426,1584543613,517601,-0.07447455709899486
427,1584543613,542167,-0.005174118829415875
428,1584543613,550435,-0.004457171863066378
429,1584543613,553525,-0.07981271657092748
430,1584543613,636359,-0.06772768120634964
431,1584543613,643786,0.0038418947902982836
432,1584543613,651622,0.004499408935316751
433,1584543613,725416,-0.05212568577917409
434,1584543613,742389,0.012538700390507529
435,1584543613,752197,0.01340241570244416
436,1584543613,758319,-0.049376593081603914
437,1584543613,833388,-0.016708806336396265
438,1584543613,844777,0.021627218163814632
439,1584543613,854258,0.02243576149692217
440,1584543613,869239,-0.03152557492256847
441,1584543613,942959,-0.019405955930665186
442,1584543613,946944,0.030600060453480182
443,1584543613,954507,0.03130931510014534
444,1584543614,32078,-0.10985940652324189
445,1584543614,47430,-0.04895765802535834
446,1584543614,55255,-0.048287212271475255
447,1584543614,62820,-0.11262490135311509
448,1584543614,145996,-0.04022026023659464
449,1584543614,155596,-0.03940551527597336
450,1584543614,162462,-0.10090416330012886
451,1584543614,187374,-0.09495781913085466
452,1584543614,216773,-0.10412845928527759
453,1584543614,246642,-0.031320438149691654
454,1584543614,255906,-0.0305259650204448
455,1584543614,297997,-0.10917915114100651
456,1584543614,327413,-0.127895667331984
457,1584543614,347401,-0.022397798707913807
458,1584543614,356799,-0.021619894083130475
459,1584543614,418371,-0.08528842412630411
460,1584543614,443343,-0.08943683078774711
461,1584543614,450375,-0.013309164556005726
462,1584543614,458390,-0.01260426121865521
463,1584543614,528571,-0.0930637165738517
464,1584543614,550484,-0.004417936758898122
465,1584543614,558652,-0.0037283624591282205
466,1584543614,564067,-0.09928840767730662
467,1584543614,647419,-0.061106582096897455
468,1584543614,651330,0.004508460378986001
469,1584543614,659981,0.005240787488162368
470,1584543614,738240,-0.06562606643620938
471,1584543614,752513,0.01345680087342771
472,1584543614,761468,0.014222728366917181
473,1584543614,767996,-0.06412729039482201
474,1584543614,852938,0.022354805164468416
475,1584543614,856290,-0.09418532157974369
476,1584543614,864286,0.023324274578214954
477,1584543614,942195,-0.15023822453292723
478,1584543614,956596,0.03151433436278239
479,1584543614,963352,0.03209192031914654
480,1584543615,28331,-0.18456503653436585
481,1584543615,52946,-0.142583365244775
482,1584543615,54917,-0.048283322645488624
483,1584543615,63541,-0.047552892553881065
484,1584543615,143392,-0.09683896476866494
485,1584543615,156322,-0.03930645976709002
486,1584543615,163835,-0.038674758539173126
487,1584543615,233933,-0.0728655065724979
488,1584543615,258312,-0.03027830842563617
489,1584543615,264709,-0.02974648020801851
490,1584543615,323476,-0.0575232611535057
491,1584543615,354411,-0.041407986274862196
492,1584543615,359024,-0.02137363011979687
493,1584543615,364858,-0.020881180887670325
494,1584543615,448656,-0.035199084648638745
495,1584543615,459688,-0.01253826207266684
496,1584543615,466724,-0.011864498313798322
497,1584543615,539118,-0.07520073244143077
498,1584543615,560599,-0.003531685004645624
499,1584543615,567623,-0.0029340071042724958
500,1584543615,624200,-0.08391841529345356
501,1584543615,649033,-0.11254366894905843
502,1584543615,662977,0.0055199666178396
503,1584543615,667239,0.005883516419544321
504,1584543615,739159,-0.11230155581330337
505,1584543615,762149,0.014295724972839707
506,1584543615,767929,0.014796105196637654
507,1584543615,829302,-0.14965344608810938
508,1584543615,857456,-0.1442874693095746
509,1584543615,864601,0.02336575608461544
510,1584543615,869424,0.023779948655999306
511,1584543615,947054,-0.14749304006551256
512,1584543615,964292,0.03217907465381131
513,1584543615,970124,0.03267729737990521
514,1584543616,491,-0.2505883615073117
515,1584543616,64916,-0.047398466623405966
516,1584543616,70472,-0.04693970530013303
517,1584543616,78143,-0.20324777968909302
518,1584543616,111636,-0.19269545111404796
519,1584543616,166139,-0.038468765591744614
520,1584543616,170329,-0.03811578037544905
521,1584543616,194199,-0.228058158297074
522,1584543616,214258,-0.22884359531229848
523,1584543616,235837,-0.20510139556012064
524,1584543616,264543,-0.2048487779057382
525,1584543616,277067,-0.028653518556041035
526,1584543616,279783,-0.028409058887291394
527,1584543616,364485,-0.041293806256817334
528,1584543616,371808,-0.02026631184770622
529,1584543616,372999,-0.02012648723342636
530,1584543616,453245,-0.005922585762277777
531,1584543616,472063,-0.011405963428217092
532,1584543616,475889,-0.011050217256581618
533,1584543616,544615,-0.01271988990600903
534,1584543616,573336,-0.002428034053821193
535,1584543616,576905,-0.0020772275625517977
536,1584543616,581300,-0.006595965664416781
537,1584543616,670829,-0.008407976395631067
538,1584543616,674898,0.00656114269037289
539,1584543616,676589,0.00671871312630401
540,1584543616,767788,0.106307174165579
541,1584543616,774757,0.015400772620751013
542,1584543616,778772,0.015779227486405034
543,1584543616,859171,0.1429537160852874
544,1584543616,875678,0.02433380839363508
545,1584543616,879231,0.02468221286176231
546,1584543616,950297,0.15496611875227018
547,1584543616,996412,0.03497169911196352
548,1584543617,5461,0.024680935756180133
549,1584543617,11571,-0.05216797982239996
550,1584543617,78252,-0.04625017423995814
551,1584543617,80490,-0.04603788278501497
552,1584543617,95923,-0.041485392105585106
553,1584543617,179133,-0.03733322088885416
554,1584543617,181276,-0.03718185809299257
555,1584543617,197117,-0.018057945431962708
556,1584543617,227095,-0.03659383353732437
557,1584543617,247956,-0.019589561281861734
558,1584543617,279542,-0.02843296304786236
559,1584543617,281906,-0.028296760293130774
560,1584543617,330305,-0.01031172950479231
561,1584543617,351685,-0.027437022761262142
562,1584543617,380137,-0.019529380437575128
563,1584543617,382592,-0.019296791079625564
564,1584543617,393624,-0.015708291223404558
565,1584543617,475794,-0.011292549761890314
566,1584543617,481406,-0.01057151369462872
567,1584543617,482988,-0.010485145088182435
568,1584543617,575736,-0.018859731455961537
569,1584543617,581640,-0.001692718292929385
570,1584543617,583546,-0.0014900982494054915
571,1584543617,675438,-0.020205491558158428
572,1584543617,682989,0.007271632431525177
573,1584543617,687780,0.0077169654373392405
574,1584543617,775133,0.010905783298255756
575,1584543617,788797,0.016638436120615552
576,1584543617,792106,0.016862674984849946
577,1584543617,876897,0.031746107944854884
578,1584543617,884389,0.025105149813782646
579,1584543617,888811,0.025531459713818094
580,1584543617,970979,0.05768559988246125
581,1584543617,992289,0.034654141013675144
582,1584543617,993380,0.03476324705860634
583,1584543618,80385,-0.06272702386007722
584,1584543618,95317,-0.04470941031917164
585,1584543618,98005,-0.04450144871731254
586,1584543618,175857,0.06165203412774645
587,1584543618,198741,-0.03558193013714117
588,1584543618,210326,-0.034559937653398265
589,1584543618,275909,0.08378125476218656
590,1584543618,298964,-0.026718564177429016
591,1584543618,300733,-0.026557549992560325
592,1584543618,380670,0.013720302647982408
593,1584543618,397649,-0.017978420099609593
594,1584543618,400566,-0.017685818365237083
595,1584543618,476144,0.001074634010024056
596,1584543618,499220,-0.008999196848321844
597,1584543618,501502,-0.008773142039046888
598,1584543618,566233,0.008315098587445391
599,1584543618,595960,-0.0004248954897434487
600,1584543618,606840,0.0005410072680547273
601,1584543618,613225,0.014985575770253945
602,1584543618,686241,0.030350013334896175
603,1584543618,706284,0.009340448082014063
604,1584543618,708123,0.00953763050267753
605,1584543618,786181,-0.1465116742755299
606,1584543618,805255,0.01807280954488988
607,1584543618,810175,0.018539724797790313
608,1584543618,906145,0.02702997668899343
609,1584543618,909373,0.027319756105953275
610,1584543618,914735,-0.19622786981909712
611,1584543618,991538,0.03665771184245159
612,1584543619,16977,-0.05174641386935264
613,1584543619,21410,-0.05128993770449597
614,1584543619,110519,-0.04339348424491618
615,1584543619,117176,-0.042791030195530766
616,1584543619,131704,-0.051814435859171226
617,1584543619,213053,-0.0343332015374358
618,1584543619,217244,-0.03393300494150253
619,1584543619,222108,-0.024350716359151647
620,1584543619,316289,-0.0251797252554411
621,1584543619,318556,-0.025047672448067715
622,1584543619,323291,-0.019816160549453343
623,1584543619,415975,-0.016370936418582005
624,1584543619,419394,-0.01602882714507814
625,1584543619,431724,0.10643143992587056
626,1584543619,453519,0.07798322305472993
627,1584543619,475238,0.06552667044115879
628,1584543619,496110,0.020634122485546413
629,1584543619,522404,-0.006911376148536874
630,1584543619,527176,-0.006513034328520462
631,1584543619,617575,0.0014886452112250481
632,1584543619,623781,0.0020358993252784785
633,1584543619,631626,0.02452782151988231
634,1584543619,718624,0.010433608151572571
635,1584543619,723972,0.01092058444083932
636,1584543619,731693,-0.005448302362196955
637,1584543619,753025,0.0007783127139759927
638,1584543619,774878,0.0011916149707644763
639,1584543619,798066,0.036684583851922525
640,1584543619,818887,0.019305414818575173
641,1584543619,825014,0.019863344764985413
642,1584543619,906930,-0.0723760991314748
643,1584543619,919341,0.028199502941845367
644,1584543619,926784,0.028892724169793382
645,1584543619,997259,-0.07282963512687957
646,1584543620,20645,-0.05134840724610967
647,1584543620,27087,-0.05077533465009765
648,1584543620,122273,-0.042352194043530744
649,1584543620,128201,-0.041802049607440495
650,1584543620,132367,-0.09654567638398248
651,1584543620,222562,-0.03347509983495911
652,1584543620,228183,-0.032956072675460746
653,1584543620,232335,-0.04940416935596659
654,1584543620,320275,-0.027233836623963725
655,1584543620,323109,-0.024578752099273515
656,1584543620,328825,-0.024045761053855585
657,1584543620,419035,-0.028885210354417268
658,1584543620,423831,-0.015660344691070804
659,1584543620,430490,-0.015041448231443155
660,1584543620,517136,-0.015127600168796107
661,1584543620,524642,-0.006737642812026934
662,1584543620,531069,-0.006241698776136673
663,1584543620,610380,-0.01731635866644865
664,1584543620,625368,0.0021793269694398987
665,1584543620,632446,0.002807605069847341
666,1584543620,710340,-0.050080223291615766
667,1584543620,728107,0.011260741436956323
668,1584543620,733368,0.01177079566929251
669,1584543620,811960,-0.06795815105709835
670,1584543620,830416,0.020329178032682194
671,1584543620,834976,0.020632053843712583
672,1584543620,911299,-0.06304547487508216
673,1584543620,930944,0.02921249661045522
674,1584543620,934593,0.029563030655936018
675,1584543621,17536,-0.12595562743587152
676,1584543621,31701,-0.050368303378661494
677,1584543621,35501,-0.05009485087242638
678,1584543621,116415,-0.14834667344683794
679,1584543621,132880,-0.041414222390073974
680,1584543621,135758,-0.04113679778174628
681,1584543621,225616,-0.0907861690530467
682,1584543621,233172,-0.03253626540691812
683,1584543621,237017,-0.032196516852934565
684,1584543621,326951,-0.01731611253455867
685,1584543621,333609,-0.023657418316872736
686,1584543621,337625,-0.02338582125037192
687,1584543621,428838,0.055211153707034555
688,1584543621,435750,-0.014604449492651383
689,1584543621,439060,-0.014277658541232086
690,1584543621,517022,0.03628497134263853
691,1584543621,535922,-0.005737711554672842
692,1584543621,538368,-0.005496762592713367
693,1584543621,610393,0.0028806353777781624
694,1584543621,635517,0.003076758691804571
695,1584543621,638605,0.0033855866331009565
696,1584543621,646443,-0.018045562906252144
697,1584543621,724173,-0.06689713378045781
698,1584543621,735850,0.011958344795402809
699,1584543621,739651,0.012318843213620312
700,1584543621,820382,-0.05481979999143505
701,1584543621,836929,0.020905365959322353
702,1584543621,840898,0.021269891330291557
703,1584543621,907751,-0.04196798937687163
704,1584543621,937633,0.02980844381920633
705,1584543621,940351,-0.03215746897058125
